waist_yaw_joint,220,12.042771838760874,0,0,0,0,0,0,0.0,0.0,1.0,-2.6179938779914944,2.6179938779914944
waist_roll_joint,46,22.7,0,0,0,0,0,0,1.0,0.0,0.0,-0.3490658503988659,0.3490658503988659
waist_pitch_joint,118,9.24785,-0.0199999999998296,0,0.00500000000000012,0,0,0,0.0,1.0,0.0,-0.4886921905584123,0.4188790204786391
torso_shell_joint,,,0,0,0,0,0,0,0.0,,,,
imu_in_torso_joint,,,0,0,0.111850000001117,0,0,0,0,0,0,0,0
head_yaw_joint,6,12.775810124598491,0.030299999999954,0,0.288960095038301,0,0,0,0.0,0.0,1.0,-1.0471975511965976,1.0471975511965976
head_pitch_joint,6,12.775810124598491,0,0,0.219039999998664,0,0,0,0.0,1.0,0.0,-0.4363323129985824,0.2617993877991494
std_head_stereo_camera_joint,,,0.0838768001280838,0,-0.0208692532421323,0,0.174229626331565,0,0,0,0,,
left_shoulder_pitch_joint,60,13.613568165555769,0.03029999999793,0.148224512812617,0.283817906204843,0.0872664625997163,0,0,0.0,1.0,0.0,-2.8797932657906435,2.8797932657906435
left_shoulder_roll_joint,60,13.613568165555769,0,0.0590000000000002,0,-0.0872664625997163,0,0,1.0,0.0,0.0,-0.08726646259971647,2.6179938779914944
left_shoulder_yaw_joint,24,15.707963267948966,0,0.0100000000000015,-0.14749999999002,0,0,0,0.0,0.0,1.0,-2.792526803190927,2.792526803190927
left_elbow_joint,24,15.707963267948966,0.01,0,-0.1325,0,0,0,0.0,1.0,0.0,-0.9599310885968813,1.7453292519943295
left_wrist_roll_joint,24,15.707963267948966,0.129,0,-0.00999999999999995,0,0,0,1.0,0.0,0.0,-2.792526803190927,2.792526803190927
left_wrist_pitch_joint,6,12.775810124598491,0.0600000000000002,0,0,0,0,0,0.0,1.0,0.0,-1.6231562043547265,1.6231562043547265
left_wrist_yaw_joint,6,12.775810124598491,0.046,0,0,0,0,0,0.0,0.0,1.0,-1.6231562043547265,1.6231562043547265
left_hand_joint,,,0,0,0,0,0,0,0,0,0,0,0
right_shoulder_pitch_joint,60,13.613568165555769,0.03030000000207,-0.148224512812557,0.283817906204843,-0.0872664625997163,0,0,0.0,1.0,0.0,-2.8797932657906404,2.8797932657906435
right_shoulder_roll_joint,60,13.613568165555769,0,-0.0589999999982601,0,0.0872664625997163,0,0,1.0,0.0,0.0,-2.6179938779914944,0.08726646259971647
right_shoulder_yaw_joint,24,15.707963267948966,0,-0.0100000000003387,-0.147499999999977,0,0,0,0.0,0.0,1.0,-2.792526803190927,2.792526803190927
right_elbow_joint,24,15.707963267948966,0.00999999997356363,0,-0.132999999990091,0,0,0,0.0,1.0,0.0,-0.9599310885968813,1.7453292519943295
right_wrist_roll_joint,24,15.707963267948966,0.129,0,-0.00999999999980283,0,0,0,1.0,0.0,0.0,-2.792526803190927,2.792526803190927
right_wrist_pitch_joint,6,12.775810124598491,0.0600000000000003,0,0,0,0,0,0.0,1.0,0.0,-1.6231562043547265,1.6231562043547265
right_wrist_yaw_joint,6,12.775810124598491,0.046,0,0,0,0,0,0.0,0.0,1.0,-1.6231562043547265,1.6231562043547265
right_hand_pingpang_joint,,,0,0,0,0,0,0,0,0,0,,
pingpang_red_joint,,,0.21021,0.032078,0.032036,0,0,0,0,0,0,,
pingpang_black_joint,,,0.21021,0.032078,0.032036,0,0,0,0,0,0,,
pingbang_ball_joint,,,0.210211399202899,0.0320784994676765,0.0320358706296689,0,0,0,0,0,0,,
imu_in_pelvis_joint,,,0.00437,0,-0.21165,0,0,0,0,0,0,0,0
left_hip_pitch_joint,220,12.042771838760874,0,0.12298,-0.17875,-0.2618,0,0,0.0,1.0,0.0,-2.5132741228718345,2.9321531433504737
left_hip_roll_joint,220,12.042771838760874,0,0.0113162873210235,-0.0422329592212282,0.261799387796752,0,0,1.0,0.0,0.0,-0.5235987755982988,1.6057029118347832
left_hip_yaw_joint,220,12.042771838760874,0,0,0,0,0,0,0.0,0.0,1.0,-2.722713633111154,2.722713633111154
left_knee_joint,320,14.660765716752367,0,0,-0.369999999999994,0,0,0,0.0,1.0,0.0,-0.12217304763960307,2.4958208303518914
left_knee_shell_joint,,,0,0,0,0,0,0,0.0,,,,
left_ankle_pitch_joint,118.2,10.8,0,0.00150000000138195,-0.414999999999997,0,0,0,0.0,1.0,0.0,-0.9075712110370514,0.5235987755982988
left_ankle_roll_joint,54.75,19.37,0,0,0,0,0,0,1.0,0.0,0.0,-0.3490658503988659,0.3490658503988659
right_hip_pitch_joint,220,12.042771838760874,0,-0.122982962906483,-0.178753185592622,0.261799387800366,0,0,0.0,1.0,0.0,-2.5132741228718345,2.9321531433504737
right_hip_roll_joint,220,12.042771838760874,-0.00109999056710738,-0.0113162873211849,-0.042232959221232,-0.261799387800366,0,0,1.0,0.0,0.0,-1.6057029118347832,0.5235987755982988
right_hip_yaw_joint,220,12.042771838760874,0,0,0,0,0,0,0.0,0.0,1.0,-2.722713633111154,2.722713633111154
right_knee_joint,320,14.660765716752367,0,0,-0.369999999999993,0,0,0,0.0,1.0,0.0,-0.12217304763960307,2.4958208303518914
right_knee_shell_joint,,,0,0,0,0,0,0,0.0,,,,
right_ankle_pitch_joint,118.2,10.8,0,-0.001499999998404,-0.415000000000001,0,0,0,0.0,1.0,0.0,-0.9075712110370514,0.5235987755982988
right_ankle_roll_joint,54.75,19.37,0,0,0,0,0,0,1.0,0.0,0.0,-0.3490658503988659,0.3490658503988659
